question_id,subject_id,type_id,grade_id,difficulty_id,content,answer,analysis,options,created_date,row_index
1566778457047040,121501.0,,3.0,,【分析】 试题分析：这篇短文中给我们提到了一个男孩和一个女孩，他们的名字和他们的电话号码。这个女孩在失物招领处捡到了一个棒球，而那个男孩丢失了一个棒球。女孩会给男孩打电话。 (1)题详解： 细节理解题。根据短文的第一段中His first name is John. His last name is Brown可知，his是他的，是一个男孩。名字是John，姓是Brown，所以这个男孩的名字应该是John Brown.故选C。 (2)题详解： 细节理解题。根据短文中The boy lost a baseball.可知，这个男孩丢失了一个棒球。故用选A。football 足球；basketball 篮球；book书。 (3)题详解： 细节理解题。根据短文中Her phone number is five-zero-five,,,,1970-01-01 00:00:00,11.0
1573754917249024,1101.0,,3.0,,【详解】 解：观察图形的侧面是四个长方形，上下底面是两个正方形，符合四棱柱的特征．故选A．,,,,1970-01-01 00:00:00,14.0
1573856518676480,110305.0,,3.0,,【详解】 如图，平移线段，构成一个矩形，长，宽分别为6.4米，3.8米， 所以地毯的长度为6.4＋3.8＋3.8＝14(米)，地毯的面积为14×3＝42(平方米)， 所以买地毯至少需要42×40＝1680(元)． 答：买地毯至少需要1680元．,,,,1970-01-01 00:00:00,15.0
1573946710417408,1101.0,,3.0,,【详解】 解：对称轴是一条直线，本题中 A 、 B 、 C 选项都是指线段． 故选： D ． 【点睛】 本题考查等腰三角形的性质．,,,,1970-01-01 00:00:00,16.0
1574536384167936,1303.0,,3.0,,【详解】 （ 1 ） [1][2] 实验过程中，利用二力平衡的原理测量滑动摩擦类，必须用弹簧测力计沿水平方向拉动木块做匀速直线运动，使拉力和摩擦力满足二力平衡条件，大小才相等。 （ 2 ） [3][4] 甲、乙两图，接触面粗糙程度相同，乙的压力大于甲的压力，乙的拉力大于甲的拉力，可得在接触面粗糙程度相同时，压力越大，滑动摩擦力越大；甲、丙两图，压力相同，丙比甲接触面粗糙，丙的拉力大于甲的拉力，可得在压力一定时，接触面粗糙程度越大，滑动摩擦力越大。 （ 3 ） [5][6] 已知在接触面粗糙程度相同时，滑动摩擦力大小与压力大小成正比，丁与丙的接触面粗糙程度相同，丁的压力是丙的 2 倍，所以摩擦力是丙的 2 倍，拉力也是丙的 2 倍，应为 ￥ F_{4}=2F_{3}=2\times1.5\mathrm{N=3N} ￥ 由于 AB 两物体同时向前做匀速直线运动， B 处于匀速运动状态，即平衡态，处于平衡态的 B ，水平方向受到平衡力的作用或者是不受力，假设 B 受到摩擦力，那么应该有一个力与摩擦力平衡，但是没有这样的力，故 B 在水平方向不受力的作用。故 B 没有受到摩擦力，所以 AB 之间没有摩擦力。 【点睛】 此题是“探究滑动摩擦力大小与什么因素有关”的实验，考查了学生对控制变量法的掌握及应用，（ 3 ）中告诉滑动摩擦力大小与压力大小成正比的特点，分析丁的测力计示数，考查了学生对新知识的应用，同时还考查了摩擦力产生的条件,,,,1970-01-01 00:00:00,17.0
1574794147545088,1303.0,,3.0,,【详解】 （1）[1]从图象观察，该合金在熔化时，有一段时间内继续加热，但温度不再升高，说明物质有一定的熔点，属于晶体。 （2）[2]从图象可知， BC 段物质是达到熔点，进行熔化的阶段，此时，合金应处于固液共存的状态。,202PW6LIS76YIdCl,,,2025-01-24 11:15:56,18.0
1576572850036736,20409.0,,2.0,,【分析】 把一个数改写成用“万”作单位的数，如果这个数是整万数，直接去掉个级里 4 个 0 ，同时在后面写上“万”字；如果不是整万数，就在万位的右下角点上小数点，把末尾的 0 去掉同时写上“万”字；如果是省略万位后面的尾数求近似数，利用“四舍五入法”，根据千位上数字的大小确定“四舍”、还是“五入”。由此进行改写。 【详解】 40235200 ≈ 4024 万 8741200 ≈ 874 万 624000 ≈ 62 万 【点睛】 此题主要考查整数的改写和省略万位后面的尾数求近似数，注意改写数的大小不变用“＝”，近似数时数的大小变化了用“≈”。,,,,1970-01-01 00:00:00,21.0
1578592804732928,10401.0,,2.0,,阅读快车。 过年 中国人把过春节称作过年，“过年”是什么意思呢？ 传说，“年”是一种头生独角、凶猛异常的野兽，每年腊月最后一天，便出来掠（ lüè ）食吃人，威胁（ xié ）人类生命的安全。但人们在长期的实践中，发现这种野兽有“三怕”——怕声、怕光、怕红颜色。为了驱（ qū ）赶它，人们用红颜色的桃木做成牌子，挂在门口，称为“桃符”。还有人燃烧砍伐来的青竹子，发出噼里啪啦的声音和耀眼的光芒，这就是爆竹的来历。“年”见了桃符，听到爆竹响，吓得赶快逃跑，这样大家就安然无恙（ yàng ）了。第二天一早（也就是大年初一），人们互相拱手祝贺，“拜年”也就由此而来。 1. 传说中的“年”是什么？ __(1)__ 2. 结合短文说说“桃符”和“爆竹”的来历。 __(2)__ 3. 人们是怎么驱赶“年”的？ __(3)__,,,,1970-01-01 00:00:00,22.0
1578708485234688,1205.0,,3.0,,【详解】 四个选项的含义分别是：cut down砍倒；write down写下；grow up长大；pick up捡起。结合本题句意可知，要保护环境，就不应该“砍伐”太多树木。故答案为A。,,,,1970-01-01 00:00:00,23.0
1578782122868736,104.0,,2.0,,课外阅读 战胜命运的孩子 有两个孩子：一个喜欢弹琴，想当音乐家；一个爱好绘画，想当美术家。 不幸得很！想当音乐家的孩子，突然耳朵聋了；想当美术家的孩子，忽然眼睛瞎了。 孩子们非常伤心，痛苦万分，埋怨命运不好。 恰巧，有位老人从他们身边经过，听见了他们的埋怨。老人走上前去，先对耳朵聋了的孩子比划着说： “ 你的耳朵虽然坏了，但眼睛还是明亮的，为什么不改学绘画呢？ ” 接着，他又对眼睛瞎的孩子说： “ 你的眼睛尽管坏了，但耳朵还是灵敏的，为什么不改学弹琴呢？ ” 孩子们听了，心里一亮，他们擦干眼泪，开始了新的追求。 说也奇怪，改学绘画的孩子，渐渐感到耳聋反而更好。因为它可以避免一切喧闹的干扰，使精力高度专注。改学弹琴的孩子，慢慢觉得失明反倒有利。因为，它可以免除许多无谓的烦恼，使心思无比集中。 果然，耳聋的孩子，后来成了美术家，名扬四海；眼瞎的孩子，终于成为音乐家，闻名天下。 一天，美术家和音乐家又遇见了那位老人，他俩非常激动，拉着老人连连道谢。 老人笑着说： “ 不用谢。事实证明，只要努力，当命运堵塞一条道路的时候，它，常常还会留下另一条道路的！ ” 1. 老人对埋怨命运不好的孩子说了哪些话，使他们开始了新的追求，用 “ ～～ ” 把老人的话画下来。 2. 从这篇短文中你体会到了什么？ __(1)__ 3. 想一想，你有什么话要对两个美术家，音乐家说呢？把它写下来。 __(2)__ 4. 体会 “ 事实证明，只要努力，当命运堵塞一条道路的时候，它，常常还会留下另一条道路的！ ” 的意思。 __(3)__,202PW6LIS76YIdCl,【详解】 【小题2】只要围绕课文内容，抓住积极向上的精神就可以。 【小题3】围绕坚强、乐观、努力来写，要有称呼“你们”。 【小题4】这正是本文的主旨所在，读懂了本文，也就理解了本句的意思：遇到困难，要积极努力，就会有希望。,,2025-04-07 11:52:03,24.0
1578970609360896,30101.0,,2.0,,【分析】 【详解】 意为 “为什么去医院？因为我受伤了” ，A医生，B护士，C因为。故选C。 【点睛】,,,,1970-01-01 00:00:00,25.0
1578975208833024,102.0,,2.0,,写出下列词语的近义词或反义词。 近义词： 乘凉 —— __(1)__ 凶猛 —— __(2)__ 威武 —— __(3)__ 沉静 —— __(4)__ 反义词： 模糊 —— __(5)__ 镇静 —— __(6)__,,【详解】 略,,1970-01-01 00:00:00,26.0
1579070265188352,270201.0,,4.0,,2) ￥ . 考点：1、复合函数；2、反函数；3、函数的单调性. 【方法点晴】本题考复合函数、反函数、函数的单调性，涉及函数与方程思想、数形结合思想和转化化归思想，考查逻辑思维能力、等价转化能力、运算求解能力，综合性较强，属于中档题型. 根据两函数关于直线 ￥ y=x ￥ 对称可得两函数互为反函数 ￥ \Rightarrow  ￥ ￥ f(x)=\log_2x\Rightarrow f(4x-x^2)=\log_2(4x-x^2)\Rightarrow  ￥ 定义域为 ￥ (0,,,,1970-01-01 00:00:00,27.0
1659199863906304,1009.0,,3.0,,语文实践活动。 2015年感动中国最孝女儿朱晓晖的事迹，深深感动亿万华夏儿女的心。为了更好地引导学生弘扬传统，知礼孝亲，某校八年级(1)班开展“孝心无价，从我做起”的综合性学习活动。请你积极参与，完成下列任务。 (1)【明孝义】学校开展践行《弟子规》活动。一晚，妈妈因某事严厉批评小明。小明刚要反驳，想到《弟子规》中“父母教，须敬听”的训规，低头不语了。对于小明的表现，你想对他说些什么？(30字左右) __(1)__ (2)【践孝行】作为中学生的你，将如何用实际行动孝敬父母及长辈？（2—3点即可） __(2)__,,【详解】 （1）试题分析：此题主要考查语言的简明、连贯、得体，小明的做法值得称赞，他是践行《弟子规》典范，他的做法弘扬了中华民族的传统文化。 （2）试题分析：本题有两个关键词，一是“孝敬父母”，而是“实际行动”，只要围绕这两个点，列举具体可行的行为就可以。,,1970-01-01 00:00:00,28.0
1665091251429376,1101.0,,3.0,,【详解】 试题分析：由图形可知： ∴A 1 — A 4 ；A 5 — A 8 ；…；每4个为一组， ∵2017÷4=504…1， ∴A 2017 在x轴正半轴， ∵A 1 、A 5 、A 9 的横坐标分别为2，4，6，…， ∴A 2017 的横坐标为（2017+1）÷4×2=1010． ∴A 2017 的坐标为为（1010，0） 故选：B. 点睛：本题是对点的坐标变化规律的考查，根据2017是奇数，求出点的脚码是奇数时的变化规律是解题的关键．根据题意发现每4个为一组，每一组的第一个均为2的倍数，因此可求其横坐标.,,,,1970-01-01 00:00:00,29.0
1668656867352576,1303.0,,3.0,,【详解】 （ 1 ） [1][2] 实验时为了测出滑动摩擦力大小，应使弹簧测力计拉着木块在水平面上做匀速直线运动，此时摩擦力和拉力是一对平衡力，根据二力平衡，可知此时滑动摩擦力与拉力大小相等。 （ 2 ） [3] 由甲图知，测力计的分度值为 0.2N ，其示数为 2.4N 。 （ 3 ） [4] 甲、乙两次实验，接触面粗糙程度相同，乙的压力较大，而测力计的示数较大，说明受到的摩擦力较大，可得当接触面粗糙程度相同时，压力越大，摩擦力越大。 （ 4 ） [5] 甲、丙两图的压力大小相同，丙的接触面较粗糙，摩擦力较大，可知压力大小一定时，接触面越粗糙，滑动摩擦力越大。 （ 5 ） [6] 实验中很难控制匀速直线运动，弹簧测力计的示数不稳定，读数较困难，为防止测力计的示数不稳定，可将测力计和木块固定，用力抽动木板，此时，木块和测力计始终处于静止状态，则测力计的示数会很稳定了。,,,,1970-01-01 00:00:00,30.0
1713945161736192,1302.0,,3.0,,【详解】 使用刻度尺读数时，首先分析，刻度尺的分度值为 0.1cm ，读书要读到分度值的下一位，记录为 1.45cm； 温度计的分度值 1 ℃，水银柱在 0 ℃以下，因此读作 -4 ℃ ； 从表盘中看出速度的单位是千米每小时，指针指在 90 ，读作 90km/h． 考查刻度尺的读数，温度计的读数和速度表的读数．,QYN4tCDxRbie6IrU,,,2025-04-24 20:30:27,31.0
1776472354922496,261401.0,,4.0,,【详解】 本题考查学生分析理解诗歌内容的能力。 本句承上一节“寻梦”的奇想，诗人在此由梦境回到现实，“放歌”是不可能的，美好的时光已经过去，诗人不愿回顾当年在这里的追求与希望，“我”现在只能悄悄地只身离去。“我不能放歌”既不是怕破坏宁静的环境，也不是因为不是歌唱家，唱不好，更不是沉默是最好的离别方式，排除 ABC 。 故选 D 。,,,,1970-01-01 00:00:00,32.0
1788347438948353,1009.0,,3.0,,指出下列各句采用的表达方式。 （1）我和母亲走在前面，我的妻子和儿子走在后面。 __(1)__ （2）她的眼睛顺小路望过去：那里有金色的菜花、两行整齐的桑树，尽头一口水波粼粼的鱼塘。 __(2)__ （3）好像我背上的同她背上的加起来，就是整个世界。 __(3)__,,【详解】 本题考查对常见表达方式的认识与区分。常见表达方法分为记叙、描写、说明、抒情、议论 。 根据句子意思来判断即可。第一句是写我们出去散步的事，属于记叙 ， 第二句属于环境描写，第三句说明自己的看法，是议论。,,1970-01-01 00:00:00,33.0
1790312978849793,1007.0,,3.0,,为下列新闻拟写标题。 中国共产党的优秀党员，中国核武器事业的奠基人之一，“两弹一星”功勋奖章获得者，中国科学院院士，原中国工程物理研究院副院长，核工业部科技委副主任陈能宽同志，因病医治无效，于2016年5月27日12时在北京逝世，享年94岁。 陈能宽，1923年4月28日出生。1947年赴美留学，获耶鲁大学博士学位。1960年奉调参加原子弹、氢弹研制工作，作为技术总负责人之一，并取得一系列核装置理论、工程和实（试）验上的重大突破，是中国核武器爆轰物理学的开拓者，为我国核武器事业的创建及发展做出历史性贡献。1987年被聘为863计划某领域的首届首席科学家，带领我国相关高技术研究跻身世界先进水平。 根据安排，陈能宽同志的遗体告别仪式将于6月2日上午十点，在北京八宝山革命公墓举行。,,【详解】 试题分析：拟写新闻标题，是压缩语段的一种传统题型。考试经常考拟写一句话新闻、拟写导语、提取主要信息、拟写新闻标题。怎样拟写新闻标题呢？ 1 、题文一致； 2 、一语破的； 3 、简洁明快； 4 、旗帜鲜明； 5 、生动活泼。一般的格式为：“谁干了什么事”或“哪发生的什么事”。此题可从第一段也就是文章的导语部分压缩即可。,,1970-01-01 00:00:00,34.0
1793832575950848,100501.0,,3.0,,【详解】 要正确填空，需要注意以下几点：记清诗文的原句，避免张冠李戴；理解诗句的意思，以便能按要求写出诗句；抓住题干中的关键词语，理解题干材料及用意，弄清楚具体的题型要求。 (1)至(8)小题都是上下句对接，难度相对较小，只要平日注意积累，一般不会出错，默写时注意。（4）（5）小题注意作者和题目的填写。小题（1）注意“宵”的写法。小题（2）注意“须”的写法。小题（3）注意“雁”的写法。小题（4）注意“豚”的写法。小题（5）注意“雎鸠”的写法。小题（6）注意“蒹葭、萋萋”的写法。小题（7）注意“茫远”的写法。小题（8）注意“落英”的写法。古诗文名句和现代诗文的书写，要想不失分，关键在于平时强化记忆，做到“三不”：不漏字、不添字、不写错别字。 【点睛】古诗文默写题主要有以下几种类型：直接型默写题、理解型默写题、迁移型默写题、运用型默写题、简单赏析型默写题。默写题不论分几种类型，都是以记忆、积累为根本的，然后在此基础上加以理解、应用和赏析。学习和复习的过程中要注意背完整，记清楚，写正确，理解透彻，对照教材原文，一字一句，不错不漏、不增不添地进行背诵和书写。另外要对古诗文中的名句要注意分类积累。,,,,1970-01-01 00:00:00,35.0
1811347413901312,1007.0,,3.0,,下面一段话是赞美友谊的，请仿照画线部分在横线处续写句子。 友谊真是一样最神圣的东西，不光是值得特别推崇，而且值得永远赞扬。它是慷慨和荣誉的母亲，是感情和仁慈的姐妹，是憎恨和贪婪的死敌， __(1)__ ， __(2)__ ， __(3)__ 。它时刻准备舍己为人，而且完全出于自愿，不用他人恳求。,,【详解】 本题考查仿句。要注意句式和例句一致，修辞和例句一致。例句是比喻修辞，句式是“是 ×× 和××的××”“母亲”“姐妹”“死敌”都是人物的身分，前两个是正面的，后一个是反面的，所以续写的句子也要表达同样的主题和意思。,,1970-01-01 00:00:00,36.0
1822791402151936,261106.0,,4.0,,【分析】 【详解】 本题考查扩展语句的能力。回答本题的关键是要发挥想象，想象这些词语可以描绘的画面、抒发的情感或者营造的意境等。如围绕 ” 江 “” 月 “” 传统 “” 唐诗 “” 传承 “ 几个关键词谈诗歌传统意象的意义的传承等。,,,,1970-01-01 00:00:00,37.0
1826358499590144,1002.0,,3.0,,【详解】 此段是精彩的一段 ， 写的是雪地捕鸟 ， 这些是捕鸟的一系列动词 ， 对于此段老师一般要求学生会背诵，会背诵了，填空就不难了，注意动词的先后顺序 。,,,,1970-01-01 00:00:00,38.0
1827129321299968,1007.0,,3.0,,【详解】 此题考查学生对字音的掌握情况，这就要求在学生平时的学习中注意字音的识记和积累，特别是形近字、多音字，这样才能轻松应对该种题型。注意“所恶”的 “ 恶 ” 是厌恶的意思，所以应读作 wù。,,,,1970-01-01 00:00:00,39.0
1828513227907072,1002.0,,3.0,,根据下面句子的意思写出相应的成语。 （1） 不慌不忙，沉着镇定。 __(1)__ （2） 形容看见美色或繁复新奇的事物而感到迷乱。 __(2)__ （3） 比喻过去一直糊涂，在别人或事实的启发下，刚刚明白过来。 __(3)__ （4） 形容声音很大，耳朵都快震聋了。 __(4)__,,【详解】 学生在平时的学习中，我们对于遇到的成语要做好积累 ， 结合所给意思写出对应的成语 。,,1970-01-01 00:00:00,40.0
1828971200888832,1002.0,,3.0,,给加点字注音或者根据拼音写汉字。 （1）在夏天，因为棚顶是玻璃的，棚屋里面 zào __(1)__ 热得像温室。 （2）每逢 骤 __(2)__ 雨 猝 __(3)__ 至，两位物理学家就匆忙把设备搬进棚屋，大开着门窗让空气流通，以便继续工作，而不至于尹烟 zhì __(4)__ 息。 （3）这种极特殊的治疗结核症的方法，玛丽多半没有对佛提埃大夫吹 xū __(5)__ 过！,,【详解】 在具体的语言环境中遇到多音多义字时，要先弄清楚它们在词语或句子中的意义，再根据音义对应的规律辨别读音。如“嘘”是左右结构的字，“窒”是上下结构的字，造字法都为形声字，可根据形声字的特点来辨别字形。,,1970-01-01 00:00:00,41.0
1831147545346049,260505.0,,4.0,,阅读下面的唐诗，完成下面小题。 乌 夜 啼 [唐]李白 黄云城边乌欲栖，归飞哑哑枝上啼。 机中织锦秦川女①，碧纱如烟隔窗语。 停梭怅然忆远人，独宿空房泪如雨。 [注]　①秦川女：唐代李善注引《纤锦回文诗序》，“窦韬，符国秦川人。被徙沙漠，其妻苏氏。韬临去别苏，誓不更娶，苏氏织锦，作回文诗以赠之”。 1. 下列对本诗的理解和分析，不正确的两项是 A. 起首两句绘出一幅秋林晚鸦图。“黄云城边乌欲栖”一句突出城边景色之暗淡，渲染了凄凉气氛，奠定了诗歌之感伤基调。 B. 起首两句，在有声有色的自然景物中蕴含着的愁绪牵引了读者。归飞的乌鸦与远在天涯的诗人形成对比，更引发空闺思妇的愁绪。 C. 诗人对秦川女的容貌服饰，稍做具体的描写，让人站在她的闺房之外，在暮色迷茫中，透过烟雾般的碧纱窗，依稀看到她伶俜的身影，听到她低微的语音。 D. 这个深锁闺中的女子，她的一颗心牢牢地系在远方的丈夫身上，追忆昔日的恩爱，感念此时的孤独，种种的思绪涌上心来，不禁泪如雨下。 E. “独宿空房泪如雨”，这如雨的泪水不仅表现思妇的悲痛，也沉重地滴到诗人的心上，促使读者去想一想造成她不幸的原因。 2. 这首诗是如何突出表现织锦秦川女的情感的？请就其中两点做分析。,,,,1970-01-01 00:00:00,42.0
1855990886932480,201.0,,2.0,,【分析】 1 升＝ 1000 毫升，小单位换大单位除以进率，即 4900 毫升＝ 4.9 升，要找最接近的，即差值最小的即可，由此即可逐项分析。 【详解】 4900 毫升＝ 4.9 升 A ． 4.9 － 4 ＝ 0.9 （升） B ． 5 － 4.9 ＝ 0.1 （升） C ． 6 － 4.9 ＝ 1.1 （升） 1.1 ＞ 0.9 ＞ 0.1 ，所以 4900 毫升最接近 5 升。 故答案为： B 【点睛】 本题主要考查升和毫升之间的换算，熟练掌握它的进率是解题的关键。,,,,1970-01-01 00:00:00,43.0
1856014664728576,202.0,,2.0,,两个数的差是 125 ，如果被减数减少 15 ，减数也减少 15 ，两数的差是 __(1)__ ；两个数的和是 125 ，如果第一个加数减少 15 ，另一个加数也减少 15 ，这时和是 __(2)__ ．,,【详解】 略,,1970-01-01 00:00:00,44.0
1856055498661888,110.0,,2.0,,(1)题详解： 本题考查课文内容理解。 根据课文中“原来，蒲公英的花就像我们的手掌，可以张开、合上。花朵张开时，它是金色的，草地也是金色的；花朵合拢时，金色的花瓣被包住，草地就变成绿色的了。”可知，草地变色是因为蒲公英的花可以张开、合拢。此判断为错误。 (2)题详解： 本题考查课文内容理解。 根据课文中“我来到草地上，仔细观察，发现蒲公英的花瓣是合拢的。”可知，“我”能找出草地变色的原因，是因为我善于观察。此判断为错误。 (3)题详解： 本题考查课文内容理解。 根据课文中“从那时起，蒲公英成了我们最喜爱的花的一种。”可知，蒲公英给他们带来了探索发现的喜悦，他们对蒲公英的态度发生了变化，变得喜爱，不再随意揪它。此判断为正确。,,,,1970-01-01 00:00:00,45.0
1856077917470720,114.0,,2.0,,【分析】 【详解】 本题考查学生病句修改能力。需要认真读原句，弄清句子要表达的意思。找出有毛病的地方，根据病因修改。修改病句不能改变原句的意思。检查修改后的句子，看句子是否完整、通顺、合理。 （1）本题病句中“大概”与“可能”重复啰唆了，删掉任意一个即可。 （2）本题病句中“世界闻名的”与“著名的”重复啰唆了，删掉任意一个即可。,,,,1970-01-01 00:00:00,46.0
