1573289754427392	1101	NULL	3	NULL	2	NULL	NULL	21	NULL	如图， D 、 E 分别为 △ABC 的边 AB 、 AC 上的点， △ACD 与 △BCD 的周长相等， △ABE 与 △CBE 的周长相等，记 △ABC 的面积为 S. 若 ∠ACB=90° ，则 AD·CE 与 S 的大小关系为 ( ). A. S=AD·CE B. S>AD·CE C. S<AD·CE D. 无法确定	NULL	A	["A"]	【分析】 根据 △ BCD 与 △ ACD 的周长相等，我们可得出： BC+BD=AC+AD ，等式的左右边正好是三角形 ABC 周长的一半，即 ￥ \\frac{a+b+c}2 ￥ ，有 BC ， AC 的值，那么就能求出 BD 的长了，同理可求出 AE 的长；表示出 AE•BD ，即可找出与 S 的大小关系． 【详解】 设 ￥ AC=b\\:,\\:AB=c\\:,\\:BC=a ￥ ， ∵∠ACB=90 ° ∴ ￥ c^2=a^2+b^2 ￥ ， ∵ △ ACD与 △ BCD的周长相等， △ ABE与 △ CBE的周长相等， ∴ ￥ \\left\\{\\begin{matrix}AC+AD=BC+BD\\\\AB+AE=CB+CE\\end{matrix}\\right. ￥ ， 两个等式相减得： ￥ AC+AD-AB-AE=BC+BD-BC-EC ￥ ∴ ￥ EC-DB=BD-EC:BD=EC ￥ ； 又∵ ￥ \\begin{cases}AC+AD=BC+BD\\\\AC+BC+AB=a+b+c\\end{cases}:BD=\\frac{b+c-a}{2}=CE ￥ ， 故 ￥ AD\\cdot CE=AD\\cdot DB=\\left(c-\\frac{b+c-a}{2}\\right)\\times\\frac{b+c-a}{2}=\\frac{1}{2}ab=S_{AABC} ￥ ， 即则 S=CE•AD ． 故选 A 【点睛】 此题考查了勾股定理，以及三角形面积，通过周长相等得出线段的长是解题的关键．	NULL	NULL	2024-12-07 14:09:58	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1573374092967936	1101	NULL	3	NULL	2	NULL	NULL	18	NULL	如图，下列图案可以通过图案 ① 平移得到 ( ) A. B. C. D.	NULL	D	["D"]	【分析】 本题考查了图形的平移，根据平移的性质，不改变图形的形状和大小，经过平移，对应点所连的线段平行且相等，对应线段平行且相等，进行求解即可． 【详解】 解：平移是图形中所有的点向同一个方向移动，易知 D 图案是图案 ① 的平移图像， 故选： D ．	NULL	NULL	2025-03-04 14:18:31	iQgEaXArQSSYdYxu	2025-03-19 11:37:30	3232566078652416	NULL	0	NULL	NULL	NULL	NULL
1573563336949760	1102	NULL	3	NULL	2	NULL	NULL	17	NULL	如图所示的平面图形折叠后围成的立体图形是 __(1)__ ．	NULL	正三棱柱	["正三棱柱"]	【分析】 根据平面展开图中有三个长方形，两个等边三角形，可知两个等边三角形是底面，三个长方形为侧面，即可判断几何体的形状． 【详解】 解：如图所示的平面图形折叠后围成的立体图形是正三棱柱． 故答案为：正三棱柱 【点睛】 本题考查的是由展开图判断几何体的形状，熟记常见立体图形的平面展开图的特征是解决此类问题的关键．	NULL	NULL	2024-12-26 17:42:53	NULL	1970-01-01 00:00:00	3595920266952704	NULL	0	NULL	NULL	NULL	NULL
1573884511584256	110305	NULL	3	NULL	2	NULL	NULL	19	NULL	先阅读下面的内容，再解决问题， 例题：若m 2 +2mn+2n 2 ﹣6n+9=0，求m和n的值． 解：∵m 2 +2mn+2n 2 ﹣6n+9=0 ∴m 2 +2mn+n 2 +n 2 ﹣6n+9=0 ∴（m+n） 2 +（n﹣3） 2 =0 ∴m+n=0，n﹣3=0 ∴m=﹣3，n=3 （1）若x 2 +2y 2 ﹣2xy+4y+4=0，求x y 的值． （2）已知整数a、b、c是不等边△ABC的三边长，满足a 2 +b 2 =6a+8b﹣25，且c是△ABC中最长的边，求c的值．	NULL	（1） ￥ \\frac14 ￥ （2）c=5或6．	["￥ \\\\frac14 ￥", "c=5或6．"]	【分析】 （ 1 ）按照例题的作法，将左边化成两个完全平方式的和，然后利用非负数的性质可解； （ 2 ）先根据前面的作法求出 a 、 b 的值，然后根据三角形的三边关系确定出 C 的取值范围，再根据 c 为整数可解． 【详解】 （ 1 ） ￥ x^2-2xy+y^2+y^2+4y+4=0 ￥ ； ￥ (x-y)^2+(y+2)^2=0 ￥ ￥ \\therefore\\begin{cases}x=y\\\\y+2=0\\end{cases},x=y=-2 ￥ ， ∴ ￥ x^y=(-2)^{-2}=\\frac{1}{4} ￥ （ 2 ） ∵ ￥ a^2-6a+9+b^2-8b+16=0 ￥ ， ∴ ￥ (a-3)^2+(b-4)^2=0 ￥ ￥ \\therefore a=3,b=4 ￥ ∴1 ＜ c ＜ 7 ，又 c 为最大边，故 4 ＜ c ＜ 7 ， ∵c 为整数， ∴c=5 或 6	NULL	NULL	2024-12-02 10:38:34	NULL	1970-01-01 00:00:00	3465310449238016	NULL	0	NULL	NULL	NULL	NULL
1574607513526272	1302	NULL	3	NULL	4	NULL	NULL	19	NULL	在水平桌面上有一质量为 2kg 的长方体，用 10N 的水平拉力向右拉，长方体静止不动，此时它所受的摩擦力为 __(1)__ N ；拉力增大至 15N 时长方体做匀速直线运动；若拉力增大至 20N ，长方体所受的摩擦力为 __(2)__ N 。	NULL	①. 10 ②. 15	["10", "15"]	【详解】 [1] 用 10N 的水平拉力向右拉长方体，长方体静止不动，说明其受到的拉力和摩擦力是一对平衡力，大小相等，即 f 1 = F 1 =10N [2] 当用 15N 的拉力拉长方体时，长方体由静止变为匀速直线运动，水平方向上，拉力与长方体受到的摩擦力是一对平衡力，大小相等，此时它受到的摩擦力变为 f 2 = F 2 =15N 当拉力增大至 20N 时，长方体运动速度会越来越快，但由于压力大小和接触面的粗糙程度不变，所以长方体所受滑动摩擦力大小不变，仍为 15N 。	NULL	NULL	2025-04-24 20:57:53	NULL	1970-01-01 00:00:00	3687899577647104	NULL	0	NULL	NULL	NULL	NULL
1574892858015744	1303	NULL	3	NULL	4	NULL	NULL	19	NULL	在探究物质熔化特点的实验中，实验小组测得某物质的温度随时间变化的图像如图所示，设物质从热源吸热的功率恒定不变，根据图像解答下列问题： （1）在 AB 段时，物质处于 __(1)__ 态； （2）该物质在 t 1 时刻的内能 __(2)__ (选填 “大于”“小于”或“等于” ) t 2 时刻的内能； （3）该物质在 AB 段的比热容 __(3)__ (选填 “大于”“小于”或“等于” ) CD 段的比热容。	NULL	①. 固体 ②. 小于 ③. 小于	["固体", "小于", "小于"]	【详解】 （1）[1]从图象可以看出，该物质从 t 1 到 t 5 分钟内温度保持0℃不变，所以该物质为晶体，且熔点为0℃．在AB段时，晶体在熔化前处于固态。 （2）[2]从 t 1 到 t 2 的时间段，物体要吸收热量，内能就会增加．因此该物质在 t 1 时刻的内能 小于 t 2 时刻的内能。 （3）[3]烧杯内物质在相同时间内吸收的热量相同，在AB段升高的温度为Δ t 1 ，在CD时间里升高的温度为Δ t 2 ，由图象可知，Δ T 1 ＞Δ T 2 ，由 Q = cm Δ t 可知，当吸收的热量和质量都相同时，Δ t 越大比热容c就越小，所以这种物质AB段的比热容小于CD段的比热容。	NULL	NULL	2025-01-24 11:14:08	NULL	1970-01-01 00:00:00	1914040071299072	NULL	0	NULL	NULL	NULL	NULL
1576508240945152	20103	NULL	2	NULL	2	NULL	NULL	18	NULL	一个数的最大因数与它的最小倍数的和为 36 ，这个数是（ ）。 A. 36 B. 9 C. 18 D. 12	NULL	C	["C"]	【分析】 根据一个数的最大因数和最小倍数是它本身，计算出这个数。 【详解】 因为一个数的最大因数和最小倍数是它本身，所以这个数是： 36 ÷ 2 ＝ 18 故答案为： C 【点睛】 本题考查因数和倍数的概念，关键明白一格数的最小倍数和最大因数都是它本身。	NULL	NULL	2025-07-10 15:01:59	NULL	1970-01-01 00:00:00	3514494018363392	NULL	0	NULL	NULL	NULL	NULL
1576510345232384	202	NULL	2	NULL	2	NULL	NULL	17	NULL	面粉的重量比大米多 ￥ \\frac{3}{8} ￥ 表示 __(1)__ 。	NULL	面粉比大米多的重量占大米的重量的 ￥ \\frac{3}{8} ￥	["面粉比大米多的重量占大米的重量的 ￥ \\\\frac{3}{8} ￥"]	【分析】 注意单位“ 1 ”的确定，单位“ 1 ”一般为“比、是、占”后边的量，据此求解。 【详解】 （面粉的重量－大米的重量）÷大米的重量＝ ￥ \\frac{3}{8} ￥ ，表示面粉比大米多的重量占大米的重量的 ￥ \\frac{3}{8} ￥ 。 【点睛】 本题考查一个数比另一个数多（少）几分之几的意义。	NULL	NULL	2025-05-20 16:16:42	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1576517465063424	202	NULL	2	NULL	2	NULL	NULL	21	NULL	有一个整数，用它去除 70 ， 110 ， 160 所得到的 3 个余数之和是 50 ，那么这个整数是 __(1)__ 。	NULL	29	["29"]	【分析】 因为被除数－余数＝商×除数，则有被除数之和－余数之和＝商之和×除数，故将被除数之和－余数之和所得的差分解质因数，再检查看得到的质因数中哪一个符合题意 【详解】 70 ＋ 110 ＋ 160 － 50 ＝ 290 ， 290 肯定是这个数的倍数， 由于三个余数的和为 50 ，从而可知这个整数比 50 要小， 290 ＝ 29 × 10 ， 验算：如果这个整数为 10 ，没有余数； 如果这个整数为 29 ，则 160 ÷ 29 ＝ 5 … 15 ， 110 ÷ 29 ＝ 3 … 23 ， 70 ÷ 29 ＝ 2 … 12 ， 余数的和为： 15 ＋ 23 ＋ 12 ＝ 50 ， 因此这个数为 29 。 【点睛】 此题考查了被除数、除数、商之间的关系，以及分解质因数的有关知识。	NULL	NULL	2024-12-20 17:41:12	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1576518192496640	205	NULL	2	NULL	2	NULL	NULL	21	NULL	一个长方体的长、宽、高都是整数厘米，它的体积是 1998 立方厘米，那么它的长、宽、高的和的最小可能值是多少厘米？	NULL	52 厘米	["52 厘米"]	【分析】 根据长方体的体积公式： V ＝ abh ，一个长方体的长、宽、高都是整数厘米，它的体积是 1998 立方厘米，首先把 1998 分解质因数，因为我们知道任意个已确定个数的数的乘积一定时，它们相互越接近，和越小，据此把 1998 的质因数适当调整计算即可求出长、宽、高，进而求出它的长、宽、高的和的最小可能值，据此解答。 【详解】 1998 ＝ 2 × 3 × 3 × 3 × 37 ， 37 是质数，不能再分解，所以 2 × 3 × 3 × 3 对应的二个数应越接近越好，有 2 × 3 × 3 × 3 ＝ 6 × 9 时，即 1998 ＝ 6 × 9 × 37 时，这三个自然数最接近，所以长方体的长、宽、高分别为 6 厘米、 9 厘米、 37 厘米，它们的和为 6 ＋ 9 ＋ 37 ＝ 52 （厘米），即长方体的长宽高的和的最小值可能是 52 厘米。 【点睛】 此题考查的是分解质因数，解题的关键是利用分解质因数的方法求出长方体的长、宽、高。	NULL	NULL	2024-12-20 17:41:12	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1576539466276864	202	NULL	2	NULL	2	NULL	NULL	17	NULL	一个数除以分数，等于这个数 __(1)__ 分数的 __(2)__ ．	NULL	①. 乘 ②. 倒数	["乘", "倒数"]	【详解】 考查了分数除法的计算方法． 一个数除以一个分数，就用这个数去乘这个分数的倒数，由此可知答案．	NULL	NULL	2025-05-20 16:31:49	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1578486640369664	105	NULL	2	NULL	1	NULL	NULL	19	NULL	重温课文。 蜀鄙之僧 蜀之鄙有二僧，其一贫，其一富。贫者语于富者曰：“吾欲之南海，何如？” 富者曰：“子何恃而往？”曰：“吾一瓶一钵足矣。”富者曰：“吾数年来欲买舟而下，犹未能也。子何恃而往!” 越明年，贫者自南海还，以告富者。富者有惭色。 西蜀之去南海，不知几千里也，僧富者不能至而贫者至焉。人之立志，顾不如蜀鄙之僧哉？ 1. 给下面的字词释义。 鄙 —— __(1)__ 语 —— __(2)__ 何恃 —— __(3)__ 犹 —— __(4)__ 2. 下面句子朗读时如何断句？请用“/”断开。 吾一瓶一钵足矣。 3. “足矣”表现了贫者 __(5)__ 。 4. 看到“贫”僧，我想到了一句话： __(6)__ 。 5. 这个故事告诉了我们一个什么道理？ __(7)__	NULL	1. ①. 边远的地方 ②. 告诉 ③. 依靠什么 ④. 尚且 2. 吾/一瓶/一钵/足矣。 3. 在困难面前无所畏惧的坚强意志，实现远大志向的坚定信念 4. 有志者事竟成 5. 成就事业的关键就在“为”和“不为”之间，而不能一味地依赖物质条件。	["边远的地方", "告诉", "依靠什么", "尚且", "吾/一瓶/一钵/足矣。", "在困难面前无所畏惧的坚强意志，实现远大志向的坚定信念", "有志者事竟成", "成就事业的关键就在\\"为\\"和\\"不为\\"之间，而不能一味地依赖物质条件。"]	【分析】 译文： 四川的边境上有两个和尚，其中的一个贫穷，其中的一个富有。穷和尚对富和尚说：“我想去南海，怎么样？” 富和尚说：“您靠什么去呢？” 穷和尚说：“我靠着一个水瓶一个饭钵就足够了。” 富和尚说：“我几年来想雇船而往下游走，还没有能够去成。您靠什么能去！” 到了第二年，穷和尚从南海回来了，告诉富和尚。富和尚显出了惭愧神色。 四川距离南海，不知道有几千里路，富和尚不能到达可是穷和尚到达了。一个人立志求学，难道还不如四川边境的那个穷和尚吗？ (1)题详解： 略 (2)题详解： 略 (3)题详解： 略 (4)题详解： 略 (5)题详解： 略	NULL	NULL	2024-12-20 15:30:45	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1578488695808000	107	NULL	2	NULL	1	NULL	NULL	20	NULL	妙笔生花。 “孩子太累了”“解放学生”“一定要为学生减负”……这是温家宝总理在研究《国家中长期教育改革发展和规划纲要》会议上和《政府工作报告》中，首次强调并反复重申的话题，一经提出，立刻引起教育界乃至全社会的共鸣。 “减负”是培养全面发展的合格人才的重要举措。但也有人提出不同的看法。请你结合自己的亲身体会，谈谈自己的看法。	NULL	例文： 减负利与弊 不久前，教育部提出了一套为全国中小学生“减负”的政策，并在全国范围内开始施行。消息一出，真可谓是“几家欢喜几家愁”。 减负固然是好事，这次的政策当然也得到了不少人的支持，但可惜金无足赤，减负的弊端也很快显现出来。 其中最为明显的就是孩子们的接送问题。小学生原本上学就很早，使得家长们送完孩子后到达单位同样过早。经过此次减负后，小学生上学时间推迟，导致许多家长上班迟到，与原先恰好相反。 不仅如此，本次提出的政策中也存在一些不必要甚至是有些过激的项目。我认为不必要的便是禁止初中设立重点班和通过学科竞赛成绩招生入学这两项。中学这样做就是为了选拔在各个学科成绩优秀的“尖子生”进入同一个班级，在更加激烈的竞争和更加系统的培训中获得更好的提升。而取消了这些行动，无异于是在扼杀人才。暂停竞赛也有些操之过急，因为这些竞赛的成绩毕竟是对于学生学习能力以及知识量的体现，并非是什么坏事。 我认为至少现在的小学生们是不需要减负的。小学阶段培养的主要是学生们的学习习惯和意识，学业并没有多么繁重，作业也不是太多。而对于放学过早无法及时接学生回家的问题，我认为可以相应地延长校后托管的时长，有必要的话甚至可以分为两节课。而中学的减负也不能过于着急，首先减少课程是绝无必要的，重点应放在作业过多和课外辅导班问题上，但这也需要见机行事，切不可大规模地轻举妄动，否则一定会适得其反。 对于此次“减负”的政策，我认为总体仍然是弊大于利，不算成功。但减负当然是好事，只是方法不太恰当而已。希望有一天我们能够看到减负不再是一把双刃剑，而能两全其美地获得大家的一致认可。	["例文： 减负利与弊 不久前，教育部提出了一套为全国中小学生“减负”的政策，并在全国范围内开始施行。消息一出，真可谓是“几家欢喜几家愁”。 减负固然是好事，这次的政策当然也得到了不少人的支持，但可惜金无足赤，减负的弊端也很快显现出来。 其中最为明显的就是孩子们的接送问题。小学生原本上学就很早，使得家长们送完孩子后到达单位同样过早。经过此次减负后，小学生上学时间推迟，导致许多家长上班迟到，与原先恰好相反。 不仅如此，本次提出的政策中也存在一些不必要甚至是有些过激的项目。我认为不必要的便是禁止初中设立重点班和通过学科竞赛成绩招生入学这两项。中学这样做就是为了选拔在各个学科成绩优秀的“尖子生”进入同一个班级，在更加激烈的竞争和更加系统的培训中获得更好的提升。而取消了这些行动，无异于是在扼杀人才。暂停竞赛也有些操之过急，因为这些竞赛的成绩毕竟是对于学生学习能力以及知识量的体现，并非是什么坏事。 我认为至少现在的小学生们是不需要减负的。小学阶段培养的主要是学生们的学习习惯和意识，学业并没有多么繁重，作业也不是太多。而对于放学过早无法及时接学生回家的问题，我认为可以相应地延长校后托管的时长，有必要的话甚至可以分为两节课。而中学的减负也不能过于着急，首先减少课程是绝无必要的，重点应放在作业过多和课外辅导班问题上，但这也需要见机行事，切不可大规模地轻举妄动，否则一定会适得其反。 对于此次“减负”的政策，我认为总体仍然是弊大于利，不算成功。但减负当然是好事，只是方法不太恰当而已。希望有一天我们能够看到减负不再是一把双刃剑，而能两全其美地获得大家的一致认可。"]	【详解】 略	NULL	NULL	2024-12-20 15:21:47	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
1578605828022272	1205	NULL	3	NULL	3	NULL	NULL	19	NULL	Can you find a good way to solve the problem? A. think over B. think about C. think of	NULL	C	["C"]	【详解】 试题分析：句意：你能找到一个解决这个问题的好办法吗？A. think over仔细考虑B. think about考虑…； 捉摸…； 回想起C. think of想起；想到所以选出正确答案C。考点：考查固定短语的意思。	NULL	NULL	2024-12-02 09:53:26	NULL	1970-01-01 00:00:00	3570461525229568	NULL	0	NULL	NULL	NULL	NULL
1578932771201024	108	NULL	2	NULL	1	NULL	NULL	20	NULL	按要求写句子。 （1）闰土不一会就抓住了三只小麻雀 改成“把”字句： __(1)__ 改成“被”字句： __(2)__ （2）闰土难道不是一个活泼可爱的少年吗？ 改成陈述句： __(3)__	NULL	①. 闰土把三只小麻雀抓住了。 ②. 三只小麻雀被闰土抓住了。 ③. 闰土是一个活泼可爱的少年。	["闰土把三只小麻雀抓住了。", "三只小麻雀被闰土抓住了。", "闰土是一个活泼可爱的少年。"]	【详解】 （1）将句子变为“把”字句、“被”字句要注意的是主语的变化，“把”字句和“被”字句主语是相反的，注意这点即可。 （2）首先明确句子意思，然后去掉疑问词，例如“难道……吗”，最后否定改为肯定，肯定改为否定即可。	NULL	NULL	2024-12-20 15:30:51	NULL	1970-01-01 00:00:00	NULL	NULL	0	NULL	NULL	NULL	NULL
